drug_local_idx,model,matched_AUROC,matched_AUPR,pos_gt_ctrl_rate,pos_minus_ctrl_score
34,CAFNet-D + ATC+target,0.5719214753123141,0.6156572385026488,0.5756097560975609,0.3842119027928608
34,Global popularity,0.6245092207019631,0.6986460907998819,0.6292682926829268,0.09361517615176153
35,CAFNet,0.4962962962962963,0.5542924212307629,0.5333333333333333,-0.015941964669360015
35,CAFNet-D full,0.5530864197530864,0.5921693407242806,0.4888888888888889,0.4677799378004339
35,CAFNet-D + ATC,0.8592592592592592,0.8409856238041469,0.8444444444444444,2.3620972535676428
35,CAFNet-D + ATC+target,0.9259259259259259,0.9187622511662052,0.8888888888888888,3.131981501976649
35,Global popularity,0.5098765432098765,0.5776879340408785,0.4222222222222222,0.014979423868312757
36,CAFNet,0.673015873015873,0.7046763949791524,0.7365079365079366,0.7347257799099363
36,CAFNet-D full,0.6443940539178634,0.6720031734913707,0.7333333333333333,0.45146777177791275
36,CAFNet-D + ATC,0.5555051650289745,0.6111022863372384,0.5650793650793651,0.23946884511009095
36,CAFNet-D + ATC+target,0.5700680272108842,0.6117872004576019,0.6253968253968254,0.38305221917255533
36,Global popularity,0.5612244897959184,0.6174715505635167,0.5206349206349207,0.05757554379776603
37,CAFNet,0.611111111111111,0.6863328664799253,0.6666666666666666,0.501122275988261
37,CAFNet-D full,0.6666666666666667,0.7137113617376775,0.7,0.5868531274298827
37,CAFNet-D + ATC,0.6222222222222222,0.6891611295681064,0.5666666666666667,0.2730412748952708
37,CAFNet-D + ATC+target,0.6333333333333334,0.6599018824660412,0.6333333333333333,0.3019110769033432
37,Global popularity,0.6583333333333333,0.7191519720589488,0.6333333333333333,0.11214814814814815
38,CAFNet,0.5628826530612245,0.635114993054135,0.5785714285714286,0.4288258488423058
38,CAFNet-D full,0.6235969387755101,0.70594746657952,0.7071428571428572,0.6464432087859937
38,CAFNet-D + ATC,0.6714285714285715,0.7315975956486498,0.8071428571428572,0.6247765544801951
38,CAFNet-D + ATC+target,0.7001913265306123,0.7505901512008473,0.8214285714285714,0.8479652499414182
38,Global popularity,0.5889987244897958,0.6800285907718718,0.625,0.08862433862433862
39,CAFNet,0.612849494348602,0.6401494471356481,0.7097560975609756,0.4065616079946844
39,CAFNet-D full,0.6331945270672219,0.6202909735741791,0.748780487804878,0.610380235999232
39,CAFNet-D + ATC,0.4561570493753718,0.5285237317606971,0.44878048780487806,-0.2452153114011375
39,CAFNet-D + ATC+target,0.4352468768590124,0.49475731774841003,0.44634146341463415,-0.3809847613478579
39,Global popularity,0.5380130874479477,0.5784463790536892,0.5560975609756098,0.03415356820234869
40,CAFNet,0.8473922902494331,0.863419560719906,0.8904761904761904,1.1406952244894846
40,CAFNet-D full,0.795124716553288,0.8382209238549831,0.9095238095238095,0.8014962121666896
40,CAFNet-D + ATC,0.77562358276644,0.8312795341880107,0.8047619047619048,0.7795925660147554
40,CAFNet-D + ATC+target,0.6739229024943312,0.75544138758687,0.6857142857142857,0.6989746495194379
40,Global popularity,0.7391156462585033,0.8186940601419348,0.8238095238095238,0.15403880070546738
41,CAFNet,0.6285714285714286,0.716466775389401,0.7142857142857143,0.5388547224657875
41,CAFNet-D full,0.6081632653061224,0.6489872609883114,0.6857142857142857,0.7776460814688887
41,CAFNet-D + ATC,0.45306122448979597,0.6030228275126235,0.45714285714285713,-0.09041918710406337
41,CAFNet-D + ATC+target,0.4938775510204082,0.58106021904619,0.5428571428571428,0.06779485371495997
41,Global popularity,0.5183673469387755,0.5966726941105823,0.4857142857142857,0.015322751322751325
42,CAFNet,0.5358858539696036,0.5418225404753504,0.5597938144329897,0.15212041764068848
42,CAFNet-D full,0.49129556807312147,0.5400930075065935,0.48350515463917526,-0.13766632522504355
